Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,MS2,Group Area: brain_163_pos,Group Area: brain_68_pos,Group Area: brain_6_pos,Group Area: brain_53_pos,Group Area: brain_187_pos,Group Area: brain_60_pos,Group Area: brain_21_pos,Group Area: brain_5_pos,Group Area: CONTROL_2_pos,Group Area: GT17_cc_1_pos,Group Area: GT17_c3_1_pos,Group Area: GT17_cc6_pos,Group Area: GT17_c3_5_pos,Group Area: GT17_cc5_pos,Group Area: GT17_c3_6_pos,Group Area: GT17_cc4_pos,Group Area: GT17_c3_3_pos,Group Area: GT17_cc3_pos,Group Area: GT17_c3_2_pos,Group Area: GT17_cc2_pos,Group Area: GT17_c3_4_pos,Group Area: CONTROL_1_pos
FALSE,,240I539PWQ,C5 H14 N O6 P,Full match,No results,No results,Full match,-0.61,215.05574,0.753,22568590.33,4,0,,,No MS2,6991107.494,7064691.096,8972113.515,8139957.785,9191387.886,9840809.981,22568590.33,13100338.09,440391.0595,866253.0173,1109277.201,1049186.049,1506289.67,885314.6842,1052324.145,775704.7823,999865.2765,1028721.207,924545.2069,1218800.119,876356.1949,57191.25773
FALSE,,2-{Carboxy[(phenylacetyl)amino]methyl}-5.5-dimethyl-1.3-thiazolidine-4-carboxylic acid,C16 H20 N2 O5 S,Full match,No results,No results,Full match,-1.32,352.10883,3.695,126209305,2,0,,,DDA for preferred ion,162913.1865,196026.3057,208384.5618,176944.1928,167339.6379,210338.6613,199059.9911,150597.9329,68192.43418,47693347.65,67609356.4,82303116.17,61932466.72,71314109.99,94234472.82,83973248.95,86843106.91,126209305,73619103.58,96571373.24,111358700.4,70396.59071
FALSE,,2-{Carboxy[(phenylacetyl)amino]methyl}-5.5-dimethyl-1.3-thiazolidine-4-carboxylic acid,C16 H20 N2 O5 S,Full match,No results,No results,Full match,-1.56,352.10874,4.45,6501989.217,2,0,,,DDA for preferred ion,75878.23035,83861.82237,97483.16736,86290.75371,81349.88007,102492.811,113374.3429,96844.84476,49710.38308,2952585.567,5420781.917,4016186.697,6259352.313,4042884.85,6501989.217,4195641.435,5171723.824,4528278.217,4781398.571,4489834.681,5815086.839,54920.90799
FALSE,,2-{5-[2-({2-[5-(2-hydroxybutyl)oxolan-2-yl]propanoyl}oxy)propyl]oxolan-2-yl}propanoic acid,C21 H36 O7,No match,Invalid mass,No results,No results,54918.28,422.22693,5.98,12166914.31,0,3,82.2,9.1,DDA for preferred ion,12166914.31,11312266.85,11195688.85,10678340.77,9781449.504,9093904.843,9105687.058,8315093.009,6307871.883,7627719.318,7291052.988,7243200.053,7414107.858,6816214.108,7266175.367,6605519.886,7002067.878,5673246.793,5378840.684,5232055.463,4869161.262,4722452.626
FALSE,,2-{2-[(6-methoxy-2-morpholinopyridin-3-yl)amino]-2-oxoethoxy}acetic acid,C14 H19 N3 O6,Invalid mass,Invalid mass,No match,Invalid mass,67623.78,347.11373,6.059,11597160.84,1,2,91.1,9.6,DDA for preferred ion,1513781.553,1406990.844,1866832.262,1678024.854,1667989.883,2358907.545,3490177.501,4680435.842,7305397.228,1275204.741,2262662.194,2168836.462,2378387.54,2790381.974,2714081.805,2152490.328,3272633.446,5574354.094,2388021.972,4744298.875,2739949.335,11597160.84
FALSE,,2-{(3R.4S)-3-[(5-Butyl-1.2-oxazol-3-yl)methyl]-4-piperidinyl}-1-(4-phenyl-1-piperazinyl)ethanone,C25 H36 N4 O2,No match,Invalid mass,No results,No results,-10.71,424.27928,8.565,5796651.515,0,1,91.3,9.6,DDA for preferred ion,250845.6754,1537191.13,888649.6959,2128237.726,527921.0785,2672103.827,5796651.515,2235667.067,122646.0358,682207.6707,994254.7425,423120.6038,681951.4135,604048.7317,5475083.218,1088086.073,668299.4487,232299.3101,733556.1745,1011904.64,897522.66,757590.0656
FALSE,,2-[3-carboxylato-3-(methylammonio)propyl]-L-histidine dizwitterion,C11 H18 N4 O4,Full match,No results,No results,Full match,-1.38,270.13243,1.596,7827449.73,1,0,,,No MS2,147360.4453,218517.1374,165592.9309,137618.2839,147347.7269,246347.8943,7827449.73,149886.1588,31459.23596,132291.9016,200583.3516,156956.7837,177993.1924,154883.4086,222040.1777,156558.7319,181852.7946,160215.6939,179691.7527,163384.3712,180576.2978,32729.93336
FALSE,,2-[2-(2-acetamido-4-methylpentanamido)propanamido]-3-hydroxypropanoic acid,C14 H25 N3 O6,Full match,Full match,No results,No results,-1.55,331.17382,2.593,10369925.46,0,1,78.4,8.9,DDA for preferred ion,866458.1716,1232184.028,717260.9558,1062624.019,419699.1925,934166.4735,893364.2797,685021.4585,34529.84913,1343333.923,5340976.064,5333060.331,2582854.212,3389209.376,1651518.459,5207903.5,5479578.426,10369925.46,3984435.37,3460824.437,2314986.148,35763.45066
FALSE,,2-[(3S)-1-Methyl-3-pyrrolidinyl]-1H-benzimidazole-5-carbonitrile,C13 H14 N4,No match,Invalid mass,No results,No results,-18.5,226.11766,5.209,8938199.527,0,2,91,9.5,DDA for preferred ion,5700476.359,6463549.58,6856709.785,6320984.573,6483427.21,6379096.908,5089148.251,6497753.51,5716117.342,6823438.592,6821504.078,7491719.743,6381895.23,6396423.915,6891199.642,8938199.527,6523237.439,6444555.85,8412914.655,7359092.218,7040728.815,8037668.233
FALSE,,2-[(2Z.4E.6E.8Z.10E)-12-Hydroxy-6.11-dimethyl-2.4.6.8.10-dodecapentaen-2-yl]-4.4.7a-trimethyl-2.4.5.6.7.7a-hexahydro-1-benzofuran-6-ol,C25 H36 O3,Full match,No results,No results,Full match,-2.87,384.26534,6.576,35497133.08,4,0,,,DDA for preferred ion,28908852.05,16669753.19,35215703.45,22463911.88,35497133.08,25065041.9,12839155.72,18259427.31,89996.40251,244749.7685,930843.2456,457034.4176,1160912.1,727170.3954,950322.7777,390723.7663,713965.1771,1112804.762,269657.7917,1861965.703,381143.4668,52763.95
FALSE,,2-[(2E.6E.10E.14E.18E.22E.26E)-3.7.11.15.19.23.27-Heptamethyl-2.6.10.14.18.22.26-nonacosaheptaenoyl]-3-methyl-1.4-naphthoquinone,C47 H64 O3,No results,No results,No results,Full match,0.55,676.48592,2.693,20192030.91,1,0,,,No MS2,20192030.91,18161511.74,19044613.36,18377335.15,11820234.94,10511619.2,20048878.58,7586182.433,27857.81339,1281335.931,4127426.183,2315712.728,2451338.117,3524056.684,4209104.757,2928558.384,2200441.018,7446922.624,986692.332,4798558.453,1883819.995,28246.46151
FALSE,,2-[(1S.4S.5S)-4-{[(Cyclohexylcarbamoyl)amino]methyl}-5-isopropyl-2-methyl-2-cyclohexen-1-yl]-N-(3-pyridinylmethyl)acetamide,C26 H40 N4 O2,No match,Invalid mass,No results,No results,49917.81,462.29469,7.793,24692423.55,0,2,97.8,9.9,DDA for preferred ion,19420683.83,19026578.31,24692423.55,23493087.76,9768443.379,21617107.92,23220976.32,22615797.7,20734812.19,22300066.54,20521720.08,20109427.93,20407735.9,21780759.14,20777531.6,20760740.24,12992859.3,21619160.59,24166413.52,23019112.22,22239168.54,23132716.96
FALSE,,2.4-Quinolinediol,C9 H7 N O2,Full match,Full match,Partial match,Partial match,0.52,161.04776,2.741,12265786.45,11,2,80.4,9,DDA for preferred ion,232836.2618,188035.8287,189230.8036,419737.2504,224162.7398,183162.6588,12265786.45,387512.0673,165174.9854,165305.0991,143895.5002,114034.2265,135685.4708,225880.6545,271258.8381,120491.8598,170136.2073,257710.7187,207064.5061,142800.8409,143871.0833,184991.9063
FALSE,,2.4-Diacetamido-2.4.6-trideoxy-alpha-D-mannopyranose,C10 H18 N2 O5,Full match,No results,No results,Full match,-0.76,246.12139,2.006,81554236.42,12,0,,,DDA for preferred ion,1287804.586,1864249.505,332528.3038,302995.3743,1113479.096,274946.2052,1631476.283,410071.0911,39419.08366,4633234.676,34005975.49,21695434.29,81554236.42,15059977.76,15025167.58,32483630.76,35549666.87,32964003.14,32177107.62,10130065.29,22997841.4,42472.14538
FALSE,,2.4-Diacetamido-2.4.6-trideoxy-alpha-D-mannopyranose,C10 H18 N2 O5,Full match,No results,No results,Full match,-0.76,246.12139,2.094,31580513.22,12,0,,,DDA for preferred ion,589083.4288,1188056.311,1285101.626,1174838.097,628383.0539,1254120.115,1140769.131,676188.2305,29342.03684,1547387.089,7763587.022,6529795.414,7820140.162,2966051.642,3122835.615,6402614.731,6552156.641,9288516.017,7302039.564,4769734.912,31580513.22,38687.35663
FALSE,,2.4.6-triaminotoluene,C7 H11 N3,Full match,No results,No results,Full match,-1.9,137.09504,8.3,619837106.2,1,0,,,DDA for preferred ion,453723315.6,459117007.6,404981141,494048376.2,463480287.8,542709944.5,493679578,418115455.1,233936493.7,199752354.7,406659680.3,388034146.6,373239772.5,454116728.6,546158685.9,512362985.3,491343167.1,418979416,435554559.5,435106653,619837106.2,434874735.2
FALSE,,2.4.6-triaminotoluene,C7 H11 N3,Full match,No results,No results,Full match,-2.04,137.09502,11.836,99240973.95,1,0,,,No MS2,99240973.95,49750100.75,55273791.98,59121727.69,58913345.23,53338197.58,40715107.4,77885529.94,65070777.13,63778898.22,49408303,44453548.62,47571654.2,53708910.71,54376816.74,47451569.26,66055706.5,62397879.84,71496183.52,54548914.68,53154814.79,48912116.8
FALSE,,2.4.6-triaminotoluene,C7 H11 N3,Full match,No results,No results,Full match,-1.7,137.09506,2.291,26088440.48,1,0,,,DDA for preferred ion,12716613.17,17199535.06,26088440.48,21882361.27,16499750.26,19330742.37,19176492.74,21028727.83,55052.86263,904740.8144,2863864.478,1077675.262,3991790.989,3593422.893,6173372.049,512847.5509,2880033.18,701355.806,318566.0668,1633326.651,2623644.056,63887.48745
FALSE,,2.4.6-Octatriyn-1-ol,C8 H6 O,Full match,No results,No results,Full match,-1.01,118.04175,1.534,307351761.9,4,0,,,DDA for preferred ion,70627125.03,149272970.7,129689934.2,48960835.04,58047197.93,100483064.1,83260955.65,105288446.1,147498.6537,180275930.3,302916300.5,229969254.3,301490392.4,222185035.1,307351761.9,244604755.1,279369135.5,253326602,284988398.8,254812296.1,297805941.4,465946.1564
FALSE,,2.4.6-Octatriyn-1-ol,C8 H6 O,Full match,No results,No results,Full match,-0.96,118.04175,0.742,85060715.77,4,0,,,DDA for preferred ion,20545240.8,48989640.67,47841385.31,17360842.48,13445190.71,30920477.36,23662385.43,42909223.96,242231.2086,34469753.43,50747165.46,33131786.13,63905029.39,40632466.55,52780495.93,35524406.07,45472223.34,34009606.69,48318961.53,38204379.76,85060715.77,146030.8145
FALSE,,2.4.6-Octatriyn-1-ol,C8 H6 O,Full match,No results,No results,Full match,-0.42,118.04182,5.691,13068346.65,4,0,,,DDA for preferred ion,7626266.999,3084600.553,7604692.414,5287741.431,8989540.876,13068346.65,12031160.3,5872520.942,10104996.21,5742176.871,7484395.658,7173247.408,4886615.329,7711904.58,7504031.905,7691752.025,10266911.03,4916005.613,7392869.834,4630799.104,5773893.026,6194312.077
FALSE,,2.4.5-Trimethylaniline,C9 H13 N,Full match,Full match,No results,Not the top hit,-0.66,135.10471,11.862,314836365.8,9,6,92.5,9.6,DDA for preferred ion,187856678.8,159537491.5,222402694.8,117431786.4,69084289.17,118675719.3,217205385.7,210676716.6,119760006.8,123668273.4,308497318.8,114224056.7,206640533.8,302609801.4,135407562.6,232247151,114863916.7,118160145.9,119713992,281844711,236242320.4,314836365.8
FALSE,,2.4.5-Trimethylaniline,C9 H13 N,Full match,Full match,No results,Not the top hit,-0.71,135.1047,11.788,222402694.8,9,12,98.6,9.9,DDA for preferred ion,187856678.8,159537491.5,222402694.8,108594797.6,69084289.17,76390753.58,110327158.8,114474326.6,104221396.8,48246752.33,182599330.5,93202098.74,130750781.7,198360239.6,88376633.66,116037700,74772879.52,98611152.58,143806043.8,95642803.82,115465425.2,172033520.8
FALSE,,2.3.4.9-Tetrahydro-1H-β-carboline-3-carboxylic acid,C12 H12 N2 O2,Full match,Full match,No results,Full match,-0.04,216.08987,2.926,10284058.66,1,1,97.6,61,DDA for preferred ion,430667.3215,223192.0875,377923.1482,237248.4617,539765.0904,404637.3172,1642627.393,397067.8825,54514.72845,1608589.714,6557072.841,6524521.008,6993560.246,5727653.871,4827138.562,4852414.967,7962739.02,10284058.66,3344320.244,4951438.27,7349459.922,38107.27329
FALSE,,2.2-Dichloro-1.1-ethanediol,C2 H4 Cl2 O2,No results,No results,No results,Full match,2.22,129.95912,0.517,10174323.58,1,0,,,No MS2,3525858.233,4130454.089,4045649.123,4050467.628,3738324.85,4008475.291,4361933.375,4055673.359,3832763.124,4289462.789,3829302.453,3833397.348,3792657.432,4169177.066,3574622.085,4631999.817,4221389.393,4461555.324,3854583.604,3968550.083,3549559.849,10174323.58
FALSE,,2.20-dihydroxy-13-methoxy-4.7.17.22.22-pentamethyl-5.10.21.23-tetraoxahexacyclo[18.2.1.0Âa.Âaâ·.0â´.Âaâ¶.0â¶.Âaâ´.0â¸.ÂaÂ?]tricosa-6(14).7.12-trien-11-one,C25 H32 O8,No match,Invalid mass,No results,No results,47762.99,482.19071,5.4,16552804.33,0,2,98.2,9.9,DDA for preferred ion,6865599.714,2583206.71,6593110.563,4154230.296,9858649.165,16552804.33,13101441.17,4474812.684,8176054.327,3718163.486,4938884.681,6028566.54,2851981.045,5098006.529,5612232.799,5944427.911,8440738.988,2940923.645,5069839.157,3213290.94,3504793.001,3611588.107
FALSE,,2.2.6.6-Tetramethyl-1-piperidinol (TEMPO),C9 H19 N O,Full match,Full match,No results,No results,-1.19,157.14648,5.491,31098412.8,0,2,76.7,28.5,DDA for preferred ion,24917354.86,26058521.24,27329331.97,29148989.96,25843436.02,27783375.45,25936201.25,24961947.75,29046635.29,28821056.95,25951141.66,31098412.8,29315222.95,28278197.55,27584889.78,29688880.49,23649761.92,26217487.9,29910553.35,25568144.29,26310473.61,28718208.29
FALSE,,2-(tert-butyl)-1.3-thiazolane-4-carboxylic acid,C8 H15 N O2 S,Full match,Full match,No results,Partial match,-0.18,189.08231,3.014,3795825.217,2,1,61.1,56,DDA for preferred ion,366701.2334,349525.8608,426821.8834,449021.138,311292.9859,411406.1594,291641.8844,452332.1114,19896.66622,2106088.033,3693819.014,1726243.727,3795825.217,3650160.807,3543964.959,2090875.6,2273528.071,1851217.384,2168764.527,1197250.259,1837083.034,27851.06658
FALSE,,2-(Cyclohexylmethylidene)-1.2.3.4-tetrahydronaphthalen-1-one,C17 H20 O,No match,Invalid mass,No results,No match,-18.35,240.14701,1.603,205268610.8,2,10,99.5,10,DDA for preferred ion,146967008.6,97635408.82,170686088.9,151547626,125620905.2,186139145.1,205268610.8,175750159.7,1176834.633,3263198.948,6530505.98,3459052.739,5836903.466,4415153.99,6094524.909,3436135.581,5402661.411,4704452.316,7971604.899,5456424.781,5233282.299,1092427.474
FALSE,,2-(Cyclohexylmethylidene)-1.2.3.4-tetrahydronaphthalen-1-one,C17 H20 O,No match,Invalid mass,No results,No match,-18.35,240.14701,0.715,141169514.1,2,2,99,9.9,DDA for preferred ion,115991695.2,93037367.98,140201760.5,120295922.2,108463713.7,137887721.8,141169514.1,43229639.37,56215.66754,2537494.714,6097576.948,3709115.388,5315350.74,4589659.578,5799410.185,3483653.495,4698007.128,3856210.737,7148042.068,4261935.673,5424858.896,56433.9941
FALSE,,2-(6.10-Dimethyl-8-oxospiro[4.5]dec-6-en-2-yl)-2-hydroxypropyl hexopyranoside,C21 H34 O8,Full match,No results,No results,Full match,-1.96,414.22456,4.988,4412098.02,2,0,,,DDA for preferred ion,3805542.997,3676027.188,4084617.586,3887294.754,3745355.03,3808733.319,3914280,4001855.369,3940129.843,3683886.734,4114456.192,3562968.97,3638830.663,3912092.564,3763080.865,3738146.243,3721798.379,4005760.55,3547506.318,4030129.64,3940494.703,4412098.02
FALSE,,2-(2-amino-3-methylbutanamido)-3-phenylpropanoic acid,C14 H20 N2 O3,Full match,Full match,No results,Not the top hit,-0.37,264.14729,2.928,7750291.897,6,1,99.4,69.2,DDA for preferred ion,2883755.394,2117407.75,2577821.463,2558865.846,830430.9486,2934695.259,3840424.45,602440.8459,25132.19418,1837378.491,7651804.537,5548382.479,7750291.897,5367269.444,5646444.369,4670246.504,7479746.767,4496091.954,4257992.813,4266892.977,7325981.432,50039.35198
FALSE,,2-(1-adamantyl)-1-morpholinoethan-1-one,C16 H25 N O2,Full match,Full match,No results,Partial match,-1.65,263.18809,4.497,8609023.671,11,4,86,9.3,DDA for preferred ion,7087301.279,6764191.64,6165227.383,6017335.63,6072412.227,5523144.614,5570871.733,6844410.163,8609023.671,6396099.946,6838933.691,6548375.107,6750615.426,5834168.141,7706879.622,6814204.52,7102537.057,6081112.081,7307308.998,6411927.994,6817616.43,6675386.062
FALSE,,2-(14.15-Epoxyeicosatrienoyl) glycerol,C23 H38 O5,No match,Invalid mass,No results,No results,-7.77,394.26886,7.528,8227985.48,0,1,91.8,9.6,DDA for preferred ion,2028638.386,2058794.24,1359366.468,6480374.976,3584497.448,3244451.817,3692903.178,6554084.031,2902355.531,3416636.636,8227985.48,8109160.81,7416253.71,7616502.929,5576905.523,5462685.298,4652889.455,3097132.096,2122250.317,4161566.384,2140364.098,1138209.2
FALSE,,2-(14.15-Epoxyeicosatrienoyl) glycerol,C23 H38 O5,No match,Invalid mass,No results,No results,-7.77,394.26886,7.452,3399888.517,0,1,90.8,9.5,DDA for preferred ion,915465.6874,918548.8786,922901.8608,2142971.119,644146.2578,938276.761,784087.3743,1434004.754,404926.0293,927121.4409,3399888.517,1193015.243,1818714.073,2699614.901,2325074.366,2647407.462,1255025.681,972425.6775,395275.1904,1326559.514,632625.4999,263542.4384
FALSE,,2-({2-[(1.3-Dimethyl-1H-pyrazol-5-yl)amino]-2-oxoethyl}sulfanyl)acetic acid,C9 H13 N3 O3 S,No match,Invalid mass,No results,No results,16.58,243.07179,0.674,68612404.5,0,2,87.9,35.2,DDA for preferred ion,1138705.384,1166327.412,1230487.112,1143518.17,1112405.464,2697646.702,1424707.001,1177477.98,29691.69924,6169814.372,14423997.19,22984104.08,10887993.37,12798298.91,5939310.471,33287051.54,17685927.92,68612404.5,19971459.34,18084348.04,10407920.82,16813.56812
FALSE,,1-Stearoyl-2-hydroxy-sn-glycero-3-PE,C23 H48 N O7 P,Full match,No results,No results,Full match,-2.18,481.31579,7.672,407867246.2,3,0,,,DDA for preferred ion,352920892.9,272060302.4,343973323.8,407867246.2,404578531.5,400949635.1,336260815.7,393256209.8,356266.2397,27229620.2,80859952.99,33200234.69,109250636.4,58416150.42,65889421.01,40239948.4,72579847.14,61109534.14,40825212.06,116340970.5,59253868.22,200611.4232
FALSE,,1-Pentofuranosyl-2.4(1H.3H)-pyrimidinedione,C9 H12 N2 O6,Full match,No results,Full match,Full match,-1.21,244.06924,1.499,44691106.02,4,0,,,DDA for preferred ion,42066887.48,30294867.42,33236410.64,33932936,30530664.9,44691106.02,33812561.99,29633367.71,45057.35515,5146482.464,7938928.197,6836618.45,6970949.558,4954893.488,5413380.286,7368415.797,9731046.126,8774641.628,6747322.739,6867958.531,7028016.515,48081.14937
FALSE,,1-palmitoyl-2-oleoyl-sn-glycero-3-phosphocholine,C42 H82 N O8 P,Full match,No results,No results,Full match,-1.62,759.57657,12.021,1469780433,26,0,,,DDA for preferred ion,998284334.1,147161999.4,1469780433,707868096.1,472098051.9,98788852.26,63902474.34,182334335.1,386298586,118858210.1,84090308.77,106873059.7,147161007.6,77460983.42,713234570.3,253063028.9,20435309.81,959068.6268,722550.4597,762008.0775,799175.672,695742.5422
FALSE,,1-Palmitoyl-2-linoleoyl PE,C39 H74 N O8 P,Full match,No results,No results,Full match,-0.37,715.51494,11.923,7404379.129,20,0,,,No MS2,504537.0521,685527.0617,352921.537,815603.4307,994794.6625,218199.5592,945052.6532,3949195.081,2843777.29,3470396.318,4202457.86,5100690.958,3356522.189,3932192.203,5733104.963,6758258.281,7404379.129,4796557.258,172826.3904,184732.3402,181880.4366,174011.3831
FALSE,,1-Palmitoyl-2-hydroxy-sn-glycero-3-PE,C21 H44 N O7 P,Full match,No results,No results,Full match,-2.48,453.28441,6.881,254612446.7,2,0,,,DDA for preferred ion,239729958.6,160962545.9,254612446.7,235038457,251478134.3,246942093.7,185408606.5,226780517.9,174101.1325,18041726.24,48711869.95,18966749.74,63440771.9,36677057.1,38196497.76,23755340.84,42455827.84,38769287.11,17224325.91,60362425.38,27262855.74,97693.35478
FALSE,,1-Palmitoyl-2-hydroxy-sn-glycero-3-PE,C21 H44 N O7 P,Full match,No results,No results,Full match,-2.55,453.28438,6.734,33192184.71,2,0,,,DDA for preferred ion,31078562.33,21264918.76,33192184.71,29459508.01,31685036.53,31199314.07,23145174.81,27608607.22,66126.3155,2380298.787,6477641.873,2534542.073,8376791.517,4932438.663,5092610.122,2866428.714,4959152.018,4516346.459,2023997.397,8763156.548,3435003.193,37616.88944
FALSE,,1-Palmitoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine,C46 H80 N O8 P,No results,No results,No results,Full match,-2.16,805.56041,11.929,243741101.3,49,0,,,DDA for preferred ion,63009012.91,185320104.3,80658233.49,119102574.6,241967353.7,243741101.3,29524026.33,43437936.94,11789142.79,8073342.796,9992536.325,11161670.11,10831274.95,12798060.65,53720644.06,18103648.26,11269430.49,10210444.76,175170.257,187237.6749,184347.0939,176371.3205
FALSE,,1-oleoyl-2-linoleoyl-sn-glycero-3-phosphocholine,C44 H82 N O8 P,No results,No results,No results,Full match,-1.81,783.57639,0.579,12313035.99,32,0,,,No MS2,223372.2491,156112.0489,220893.0958,147719.562,205735.6792,169649.2888,146652.6592,177641.5695,3539891.024,8090917.589,5932506.098,9840494.924,6279269.19,9618610.99,6099008.188,11369334.05,8956425.895,10539934.1,12313035.99,9063037.854,8629822.673,1590445.704
FALSE,,1-Oleoyl-2-hydroxy-sn-glycero-3-PE,C23 H46 N O7 P,Full match,No results,No results,Full match,-1.92,479.30027,7.095,300524425.4,4,0,,,DDA for preferred ion,280387386.2,209733440,300524425.4,252024198.2,259381117.2,300423423,184758760.4,224723256.1,234816.3949,27510199.74,98550079.02,33269642.99,140414201.9,73967037.62,83915592.48,39630226.88,97833893.03,68527012.49,31189130.48,122008213.8,52653208.63,123616.7387
FALSE,,1-Oleoyl-2-hydroxy-sn-glycero-3-PE,C23 H46 N O7 P,Full match,No results,No results,Full match,-2.16,479.30015,6.964,62715897.65,4,0,,,DDA for preferred ion,62715897.65,56547456.94,58758910.35,52983876.12,51071133.16,45319655.59,38030120.5,36028506.74,339928.3187,5516003.178,12440005.18,6284305.798,20596121.44,11669916.73,15662780.7,8530594.76,14982236.61,15027551.18,4749815.877,32402743.05,7986551.273,44492.01713
FALSE,,1-O-[4-(1H-Indol-3-yl)butanoyl]-beta-D-glucopyranose,C18 H23 N O7,Full match,No results,No results,Full match,-0.26,365.14736,3.008,7397151.137,1,0,,,DDA for preferred ion,40283.6612,43160.01263,123030.5779,46667.02515,35185.01297,47303.37045,7397151.137,45916.48457,21787.72707,36803.1797,41145.83058,37486.62197,41156.13593,40033.07939,43575.74142,39110.8894,39052.72514,45814.04534,41678.141,43929.42502,36850.54313,24096.99494
FALSE,,1-Methylnicotinamide,C7 H8 N2 O,Full match,Full match,No results,Partial match,-0.28,136.06362,0.652,122804866.9,6,6,99.9,10,DDA for preferred ion,3849205.236,1510098.182,3541941.825,1961772.858,5864539.083,2192601.811,7367908.828,3296019.845,51414.16967,58747090.95,101871812.6,59164618.48,110285968.4,58941118.81,89767979.25,58362084.11,100374593.5,53471228.94,119537296.2,70555682.1,122804866.9,104623.6682
FALSE,,1-Methylimidazoleacetic acid,C6 H8 N2 O2,Full match,No results,No results,Full match,-1.01,140.05844,0.681,18019139.8,8,0,,,DDA for preferred ion,6071194.764,14459528.64,7961466.026,10828427.14,7890281.34,9300743.591,18019139.8,4427852.161,245407.7362,8559892.008,13836486.39,7175683.823,8868907.966,12830263.78,10395560.72,7704150.437,7002233.585,11154410.32,8787142.631,10488680.58,7931921.879,566116.0411
FALSE,,1-Linoleoyl-2-Hydroxy-sn-glycero-3-PC,C26 H50 N O7 P,Full match,No results,No results,Full match,-1.84,519.33153,6.661,122410760.2,2,0,,,DDA for preferred ion,108823764.3,91318141.8,122410760.2,92193241.67,60399611.31,109447551.6,99605437.25,97378290.38,91321.09801,7848468.991,37632866.87,11613024.57,61325253.14,27711506.72,37953416.6,13273269.63,49165397.33,16782604.33,11738625.08,38735020.19,21681059.45,106742.8619
FALSE,,1-Hexadecyllysophosphatidylcholine,C24 H52 N O6 P,Full match,No results,No results,Full match,-1.49,481.35251,7.175,186679689.9,1,0,,,DDA for preferred ion,25025718.97,18162600.46,28332499.96,21641961.48,24675689.71,27070608.33,20521197.19,26586642.77,227361.046,41566998.53,155068011.8,64931810.76,186679689.9,86771839.84,131367266.1,61455399.98,136182662.1,82907194.2,73231467.32,86625694.5,85966959.91,123883.8693
FALSE,,1-hexadecanoyl-2-(4Z.7Z.10Z.13Z.16Z.19Z-docosahexaenoyl)-sn-glycero-3-phosphoethanolamine,C43 H74 N O8 P,Full match,No results,No results,Full match,-3.14,763.5128,8.304,68516720.07,41,0,,,DDA for preferred ion,37490740.29,64571757.81,33529720.5,68516720.07,66632217.87,1228165.009,842218.1954,845230.2339,4652955.34,887351.0701,7589642.526,3016449.531,4718340.857,4897994.718,2624563.517,9324219.153,841427.3062,43404554.42,1216065.719,789259.5929,794671.6163,756724.8197
FALSE,,1-heptadecanoyl-sn-glycero-3-phosphocholine,C25 H52 N O7 P,Full match,No results,No results,Full match,-1.87,509.34719,7.337,33711359.57,3,0,,,DDA for preferred ion,29816567.74,31768667.1,33711359.57,26642515.2,19605511.13,25526980.01,24784461.11,20225340.75,62340.52509,1107214.563,4519732.799,1469516.585,6877916.784,3174888.559,4137435.101,2192712.675,3889743.872,2634335.308,1501560.116,4330975.36,2263109.352,50589.19935
FALSE,,1-Dodecyl-2-pyrrolidinone,C16 H31 N O,Full match,Full match,No results,No results,-2.86,253.23984,5.934,4045585.846,0,1,98.6,9.9,DDA for preferred ion,163429.4065,201434.3107,161411.2855,51087.45531,47847.59205,4045585.846,230874.0726,259233.497,40587.12962,49191.63713,148733.7633,45229.88619,58762.73809,94887.62622,69059.73261,83182.02406,49608.78939,62321.7249,88271.13037,50153.64677,58664.08682,139747.367
FALSE,,1-butyl-2-methyl-4-nitro-1H-imidazole,C8 H13 N3 O2,Full match,Full match,No results,Partial match,-0.21,183.10074,2.29,255320684.5,1,1,81.2,9.1,DDA for preferred ion,137639936.3,175444645.9,255320684.5,222378042.6,172471397.7,202623724.6,188462557.2,212646364.9,143096.6125,10713251.21,37199197.79,13470826.67,53115477,45160604.24,56242570.65,5939654.984,28030649.36,8264534.666,2814938.902,18152063,29564611.37,48255.29389
FALSE,,1-arachidonoyl-sn-glycero-3-phosphoethanolamine,C25 H44 N O7 P,Full match,No results,No results,Full match,-2.27,501.2844,6.629,297592100.3,4,0,,,DDA for preferred ion,286581350.3,149715295.8,296867827.7,164701351.2,297592100.3,259792386.8,136317570.4,188550282.9,83053.72104,11903201.01,45361389.21,15343261.52,69895154.62,32183353.17,42206999.08,18482585.84,49135034.43,26209522.56,12426263.21,66686459.14,25560916.77,77304.02761
