Checked,Tags,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,MS2,Group Area: brain_163_neg,Group Area: brain_68_neg,Group Area: brain_6_neg,Group Area: brain_53_neg,Group Area: brain_187_neg,Group Area: brain_60_neg,Group Area: brain_21_neg,Group Area: brain_5_neg,Group Area: CONTROL_2_neg,Group Area: GT17_cc_1_neg,Group Area: GT17_c3_1_neg,Group Area: GT17_cc6_neg,Group Area: GT17_c3_5_neg,Group Area: GT17_cc5_neg,Group Area: GT17_c3_6_neg,Group Area: GT17_cc4_neg,Group Area: GT17_c3_3_neg,Group Area: GT17_cc3_neg,Group Area: GT17_c3_2_neg,Group Area: GT17_cc2_neg,Group Area: GT17_c3_4_neg,Group Area: CONTROL_1_neg
FALSE,,,C37 H46 N2 O14 P2,Full match,No results,No results,No results,-0.19,804.24227,1.816,88708617.81,0,0,,,DDA for preferred ion,49251277.96,45073524.57,76762442.93,55513364.19,19925757.9,88708617.81,33288142.15,27601749,7827.28317,12213.17762,38967.80545,12697.84401,17281.51064,12911.36474,14495.67664,12626.86651,16675.73773,14310.84523,14002.28953,10841.14324,12554.23585,7150.758675
FALSE,,D-α-Hydroxyglutaric acid,C5 H8 O5,No results,Invalid mass,No results,No results,-8.08,148.03598,0.732,87975790.36,0,1,62.9,26.4,DDA for preferred ion,67747547.25,62782141.73,81839623.92,72754055.61,71200886.47,70738811.82,87975790.36,71844229.72,245431.8264,9246637.28,19590882.47,10801950.32,17201645.2,11812821.44,20204712.06,13469809.95,16204003.32,14499409.4,14898078.51,13299052.73,18422185.35,257577.6951
FALSE,,,C25 H44 N5 O5 P,Full match,No results,No results,No match,-2.65,525.30662,8.204,87859977.29,1,0,,,DDA for preferred ion,87859977.29,35391758.17,48962027.29,52984917.71,79270162.49,26224592.68,11849759.36,15489818.76,174169.3382,735262.6204,1332757.655,335982.1336,1668134.982,198028.9442,2542536.091,1435466.682,2192445.055,1164011.812,837405.1338,2054690.341,1169101.253,250563.1749
FALSE,,,C13 H8 N8 O7,Full match,No results,No results,No results,0.9,388.05194,0.717,87503963.96,0,0,,,DDA for preferred ion,48932561.54,52013944.4,64676475.97,50451658.94,48022587.94,57465895.73,87503963.96,41820927.52,116238.5996,1292616.911,2670112.799,1785820.801,1836898.456,2191811.437,2304566.85,527784.1005,2045405.592,1249242.561,940946.9168,1740455.566,422967.8685,104794.7829
FALSE,,Phenylacetaldehyde,C8 H8 O,No results,Invalid mass,No results,No results,-7.92,120.05656,3.572,86954037.71,0,1,93.7,9.7,DDA for preferred ion,1640213.433,1922677.171,1550909.23,1090191.637,1585822.145,1226689.645,2276099.812,1550767.296,29771.86703,5689331.831,32723271.16,43031434.61,19916949.1,34017243.81,23878917.03,48722371.43,31097946.41,86954037.71,28986798.58,42380675.52,32148694.46,112736.7987
FALSE,,,C43 H75 N3 O4 S2,Full match,No results,No results,No match,1.35,761.52093,11.936,86228699.15,11,0,,,DDA for preferred ion,17948812.53,22034321.06,29577596.25,45395768.24,44202721.17,68212031.06,86228699.15,61272772.14,72483030.03,51110037.08,25944094.84,55184998.3,41505297.11,2965537.836,2603567.421,7015816.663,2422675.329,23124276.27,3082955.723,94107.38083,156953.8323,94133.18294
FALSE,,5'-S-Methyl-5'-thioadenosine,C11 H15 N5 O3 S,Not the top hit,Full match,Full match,Full match,0.72,297.08977,2.563,85369569.98,4,1,78,8.9,DDA for preferred ion,30996382.03,19013373.55,32484144.47,25706011.22,24692010.51,25362490.56,33550008.43,29584147.43,28142.13558,37524725.16,79501068.34,53860529.3,78687625.31,60895068.38,85369569.98,59256868.16,63085054.52,54653772.01,70526110.89,60574435.26,68264319.1,25213.37952
FALSE,,,C27 H38 N6 O4,Full match,No results,No results,No results,0.42,510.29567,11.902,84856691.97,0,0,,,DDA for preferred ion,53442228.8,45409525.32,66202825,64230138.44,48987752.8,84856691.97,69262191.68,58361438.28,268083.8259,4738837.562,11891431.07,5042344.875,10300338.79,7591303.387,5317291.309,1956959.655,4034695.835,1976847.5,1361925.551,719938.6481,470698.4233,164193.9622
FALSE,,,,No results,No results,No results,No results,,837.5439,12.047,84787105.15,0,0,,,No MS2,60558053.08,20649621.26,84787105.15,78326347.26,62249201.32,65548939.72,73953036.78,70518937.33,62162468.49,60290479.63,50110309.64,49196244.8,20859027.51,980960.2214,947815.8871,202768.4732,202586.2235,221427.9326,168828.1604,168849.22,216899.6944,182718.4568
FALSE,,,C5 H4 N6 O11 P2,Full match,No results,No results,No results,2.99,385.94248,0.55,84378390.23,0,0,,,DDA for preferred ion,1478408.452,1555715.68,2203718.475,1084860.944,1767114.576,1993402.589,1610163.455,1811021.784,73561292.92,48389995.43,35423416.71,46368107.21,40718200.38,45976655.57,34572917.54,43813953.58,46912296.06,45783994.58,43134249.95,43705555.99,39530638.96,84378390.23
FALSE,,,C30 H42 N6 O7,Full match,No results,No results,No match,0.57,598.31184,8.062,84073700.81,1,0,,,DDA for preferred ion,1343301.637,4496982.136,84073700.81,58495661.55,61808799.06,38827752.23,15300264.71,13531107.38,325497.6219,4233283.441,1495720.41,3221144.31,1291625.946,305861.0912,2006685.832,10811633.48,20015441.19,15320180.32,10897146.37,14414572.2,9365575.068,406448.3966
FALSE,,,C26 H46 N5 O3 P,Full match,No results,No results,No match,-2.85,507.33238,7.009,84064973.85,2,0,,,DDA for preferred ion,70874902.6,47960957.4,84064973.85,68515801.68,82144252.17,76171990.51,66835258.08,70947985.48,168045.4222,5322428.101,20457145.19,6446629.622,30950672.21,14050821.63,21070880.11,8112202.339,21169647.98,20155502.1,6403573.413,26510914.5,11079628.35,97555.46435
FALSE,,,C2 H Cl4 N4 O P3,Full match,No results,No results,No results,-0.27,329.81164,0.59,83940520.7,0,0,,,DDA for preferred ion,739702.4227,762404.4819,788671.7844,807758.9619,710304.9038,809589.2816,1301287.207,746590.3763,83940520.7,35571813.26,32822638.32,37826238.27,17496668.41,34717256.64,18921279.39,33276929.47,16273799.75,15704381.57,19011529.65,24131210.45,27382778.65,62146686.18
FALSE,,3-Phenyllactic acid,C9 H10 O3,No results,Invalid mass,No results,No results,-5.15,166.06214,3.573,83655517.17,0,9,93.9,73.6,DDA for preferred ion,1569069.46,1863993.29,1488045.118,1057043.546,1522628.054,1165567.795,2191305.653,1498234.088,9824.791701,5462392.249,31510290.64,41389535.08,19161685.76,32721935.4,22928855.31,46902278.42,29916478.25,83655517.17,27911534.58,40846838.58,30904481.1,101062.6635
FALSE,,4-ethylphenylsulfonic acid,C8 H10 O4 S,Full match,No results,No results,Full match,-3.24,202.02933,3.917,83336225.6,2,0,,,DDA for preferred ion,15570.50328,2307891.973,1078000.295,1345503.59,13274.06252,1213690.308,83336225.6,811700.3149,13656.59018,39999.06786,54062.45455,71499.99527,42364.36307,65740.19736,77217.71939,62258.76248,60948.60864,99870.26175,45335.2671,73397.24104,76680.486,13703.18848
FALSE,,,C17 H35 O P3 S,Full match,No results,No results,No match,03.06,380.16331,8.026,82554681.84,7,0,,,DDA for preferred ion,3628156.075,12718214.89,20517393.37,6994916.1,78001105.7,59562819.9,82554681.84,62786531.96,81314815.07,79467596.99,61484059.13,77682201.88,30283833.39,53231815.34,58982134.03,36760567.54,63277092.52,79703861.95,16681692.58,66371437.95,25000220.5,20765960.2
FALSE,,,C12 H15 N7 O2 S,Full match,No results,No results,No match,-3.82,321.09957,1.616,82424329.25,3,0,,,DDA for preferred ion,14561661.28,24312815.17,23916400.51,21801930,11405106.96,25584010.58,21219223,15140445.79,14518.75798,46898017.81,52294030.73,48929695.67,65870894.95,50475684.67,82424329.25,43906391.75,47345012.34,23915254.84,57011493.26,56847402.95,67436664.76,14092.46874
FALSE,,,C38 H78 N8 O8 P2,Full match,No results,No results,No match,-0.61,836.54127,12.03,82303893.31,7,0,,,DDA for preferred ion,7834509.518,70624288.18,82303893.31,16624582.93,6925778.229,7139677.585,5041346.378,11911780.89,37149400.94,2969424.451,2543488.009,11946582.84,1063797.167,527996.1253,122848.835,246214.6594,114923.6794,113278.6963,103574.9418,101408.7913,130829.5865,106434.5279
FALSE,,Leu-Glu,C11 H20 N2 O5,Full match,No results,No results,Full match,0.19,260.13727,2.598,81808808.56,7,0,,,DDA for preferred ion,567067.0604,223722.957,673966.1907,529317.0223,415623.0046,557249.1319,685911.6434,387156.0584,46316.20326,10768372.68,72692715.22,49938186.43,46245134.09,31458603.15,32342494.05,66725132.65,81808808.56,77356565.82,76079543.14,27424827.8,41967523.84,43547.61799
FALSE,,,C25 H41 N3 O5,Full match,No results,No results,No results,3.85,463.30641,7.298,81610459.09,0,0,,,DDA for preferred ion,81610459.09,53677757.92,75467352.53,76217105.22,68068418.43,71372518.28,54717635.15,61058875.04,63254.23995,2023884.197,8443525.527,2824441.218,11538479.89,4409202.702,6269563.095,3370879.228,8396301.821,5469635.121,3372916.592,7033596.212,4283630.305,69542.7744
FALSE,,,C6 H12 N8 O4 P2,Full match,No results,No results,No results,-3.65,322.0445,0.721,80672387.99,0,0,,,DDA for preferred ion,43643882.5,39229094.74,80672387.99,49059297.83,42607873.29,49856996.78,69008200.14,34902557.35,101352.8536,12364694.6,10059236.41,7034051.279,8528469.837,9787200.571,9764760.836,5454986.331,8241214.101,3847780.482,8240715.302,6693854.533,6081547.348,106533.5172
FALSE,,P-DMEA,C4 H12 N O4 P,Full match,No results,Full match,Full match,-3.23,169.04985,0.607,80508290.52,1,0,,,DDA for preferred ion,22470558.52,55483934.17,77557682.85,55461102.66,60331892.06,73164313.83,68889733.21,80508290.52,1008119.741,5603322.78,14469581.19,4717135.612,18657749.56,5804038.468,19082977.33,2881100.375,5988620.723,8158544.063,14157201.41,12511585.83,14880704.71,697384.8864
FALSE,,,C25 H44 N5 O5 P,Full match,No results,No results,No match,-2.81,525.30653,8.357,79270162.49,1,0,,,DDA for preferred ion,647466.3487,35380801.74,48962027.29,52984917.71,79270162.49,26224592.68,11735426.98,16505301.34,127491.2495,379133.4055,1282660.863,335376.1884,1668134.982,289497.9092,131438.1199,166145.6658,192638.8239,162204.9195,361422.0123,186540.2455,202205.8511,214077.8787
FALSE,,,C21 H34 N2 O16 S2,Full match,No results,No results,No match,-1.44,634.13406,1.532,79094143.77,2,0,,,DDA for preferred ion,71148561.07,63812085,79094143.77,74094052.58,67852894.42,77829583.01,57568856.3,70442959.36,15395.80583,51623630.64,57488278.52,30222435.42,38555244.25,40435242.27,59216936.53,34968355.66,34010572.48,18506352.61,23273856.8,40486371.64,36936936.24,11438.84385
FALSE,,Ethyl 3-(Methylthio)propionate,C6 H12 O2 S,Full match,No results,No results,Full match,-2.99,148.05536,0.721,78457433.8,10,0,,,No MS2,61281969.85,61207831.13,78457433.8,4045060.627,58734212.14,55619868.46,61836770.64,62788814.35,166798.8642,20034634.43,12681537.85,23748887.9,37011419.69,29277681.69,31158769.49,23659981.2,32014399.13,25950056.38,5886871.765,22726242.36,5108086.351,178502.9009
FALSE,,,C28 H41 N10 O6 P,Full match,No results,No results,No results,1.81,644.29598,6.933,77917551.49,0,0,,,DDA for preferred ion,65525341.31,51741147.49,73813402.74,37507111.76,56232373.89,77917551.49,27980502.87,39432896.18,174072.1113,1357884.34,4001518.165,2034513.323,4204468.295,2714407.066,4198895.208,378038.6237,911584.3608,458564.8178,296157.4474,690556.4192,635925.7571,111031.6496
FALSE,,Myristyl sulfate,C14 H30 O4 S,Full match,Full match,No results,Full match,0.34,294.18658,9.212,77300903.62,1,10,99.6,10,DDA for preferred ion,14718347.91,11018460.97,10848812.21,36181053.38,43229700.66,52724625.15,50712842.02,60333972.33,35226045.65,36849038.99,51443326.7,43599386.46,77300903.62,46035933.06,8114909.801,24391292.29,10877915.12,8245287.436,7531614.166,3952713.782,3359655.989,3252359.37
FALSE,,,C28 H50 N5 O5 P,Full match,No results,No results,No results,-2.49,567.35354,07.01,76949281.09,0,0,,,DDA for preferred ion,66040444.25,44390128.01,73624703.4,63782300.69,76949281.09,75783758.43,62148743.38,66469598.69,98871.96926,4928666.969,19101880.58,5925211.665,28831152.53,13315021.38,19536134.15,7482780.54,19734862.59,19197246.16,5994203.432,24633015.3,10368881.89,50552.72609
FALSE,,,C3 H3 Cl3 O4 S2,Full match,No results,No results,No results,-2.96,271.85303,0.599,76620290.48,0,0,,,DDA for preferred ion,620932.9518,660584.8584,827264.58,678062.0709,632988.5561,679598.5074,800391.8837,640754.4023,76620290.48,32070940.34,24183240.74,36272778.2,5759702.171,30145456.51,10599830.78,33709171.94,12679648.39,23639604.46,23991883.82,17021783.47,17136830.55,46427098.26
FALSE,,,C2 H4 Br2 Cl2 N6 S4,Full match,No results,No results,No results,-3.92,467.71057,0.589,76502234.91,0,0,,,No MS2,381517.0298,393226.0927,406774.0046,416618.6165,366354.6432,417562.6422,508985.9529,385069.6363,76502234.91,21623538.09,19707615.29,34905802.51,11535625.06,26141871.43,11031554.43,35020342.54,16697502.87,27336901.35,20904858.33,28024339.07,27304198.08,51086487.63
FALSE,,,C17 H19 N7 O5 S,Full match,No results,No results,No results,-2.58,433.11572,2.237,76435462.1,0,0,,,DDA for preferred ion,13265483.58,76435462.1,27569484.57,46557037.23,8223158.886,52646781.55,45654721.76,10472869.8,11259.07898,2384116.957,3192386.437,1905320.531,4359686.295,2993601.637,8050944.529,1564656.999,4283181.719,949849.576,1559492.001,2437788.752,5514316.209,11001.1717
FALSE,,,C38 H79 N9 O2 S3,Full match,No results,No results,No match,0.9,789.5526,11.938,76228344.56,12,0,,,DDA for preferred ion,39287932.58,68046143.61,43471343.63,45925304.25,76228344.56,18933284.12,38881389.69,22335269.56,6128172.546,429010.7903,159391.0722,440416.6849,344800.4713,621444.1585,953832.2681,964794.7189,820134.1908,6473410.349,89900.33375,91741.12126,105175.9035,91766.27459
FALSE,,,C11 H11 N7 O2,Full match,No results,No results,No results,-4.68,273.09614,0.682,76167635.39,0,0,,,DDA for preferred ion,15052362.07,12903630.6,4314887.006,11361255.96,10510872.83,9056838.336,8926226.724,8942585.962,247348.368,35212741.03,48225869.16,34367260.33,71340889.71,42002398.85,76167635.39,30745256.25,46925286.25,45424972.08,34358204.02,55882925.26,74055699.75,255553.9836
FALSE,,,C14 H9 N10 O3 P S,Full match,No results,No results,No results,03.02,428.03303,0.806,75745387.06,0,0,,,No MS2,47026286.52,42138153.27,33400946.69,61914539.76,13442539.03,40692956.35,20661513.59,75745387.06,119361.4988,30781276.09,28320012.33,27048267.67,31391888.69,32754685.58,41936054.8,26545831.14,17862642.83,21860054.16,26101714.75,13245517.89,36159589.33,132549.0451
FALSE,,,C9 H17 N3 O7 S2,Full match,No results,No results,No results,2,343.05148,0.732,74650758.62,0,0,,,DDA for preferred ion,74650758.62,47165115.32,47056508.31,58341865.08,72723783.75,42514692.68,33946822.67,73225848.36,187850.1254,36090425.56,39585292.21,29310611.13,43481352.9,44692465.32,37941515.22,29389158.48,41596983.84,28927268.99,34510836.46,45133024.76,29087871.53,201031.2988
FALSE,,,C12 H11 N5 O6,Full match,No results,No results,No match,-4.24,321.06957,0.729,74470041.89,1,0,,,DDA for preferred ion,33374024.32,45836922.97,37815395.31,33259509.87,25078624.3,41813107.39,29914300.02,44179636.69,470384.6277,37747532.58,66175485.39,34651704.17,74470041.89,47712368.61,39754318.16,33473398.2,51929357.04,22740593.23,43906141.9,46062987.96,28725043.98,501358.3117
FALSE,,,C7 H6 N3 O3 P,Full match,No results,No results,No results,-1.85,211.01429,1.156,74297549.89,0,0,,,DDA for preferred ion,23310623.46,15044814.26,74297549.89,73015577.83,12066303.71,72100709.31,13349050.7,25760976.15,50112.27873,348325.2202,531290.7803,427732.9118,604020.6906,460101.76,560218.4451,447852.6965,483201.9759,493511.1801,592501.692,476731.6059,559705.6725,51015.34652
FALSE,,,C6 H11 Cl N O2 P S,Full match,No results,No results,No results,-1.18,226.9934,0.624,74288970.36,0,0,,,DDA for preferred ion,4382438.557,4158995.648,5352016.974,3499441.8,3437220.679,4358323.745,5195013.54,3751041.428,254791.0998,46823810.65,70525414.78,66937140.95,71696896.96,65268076.42,65502646.36,68526276.15,70950755.04,74288970.36,72850017.68,59020054.49,66647475.15,230840.4124
FALSE,,,C20 H35 N10 O4 P3 S2,Full match,No results,No results,No results,0.03,636.14972,1.148,74277249.65,0,0,,,DDA for preferred ion,1311701.227,579327.3235,464805.2413,400831.7393,1617006.889,461651.2131,412067.4975,364258.9374,19958.61296,14245923.37,51083144.38,32067704.66,74277249.65,37422633.32,59807698.97,35704087.41,46462806.31,64912330.34,66420720.14,44651864.02,65465375.22,20892.1764
FALSE,,,C10 H9 Cl N6 O2,Full match,No results,No results,No results,-4.82,280.0462,1.485,74168910.02,0,0,,,DDA for preferred ion,22750238.81,22391349.21,32087607.42,19686798.35,21100813.12,31382001.58,20425465.72,15716718.04,21827.2304,29844249.37,74168910.02,45154018.01,59343560.86,44794105.83,40981635.33,48293669.81,67175352.06,59982377.31,68124458.33,40590009.87,43627000.69,20974.38745
FALSE,,,C8 H12 N2 O5 S,Full match,No results,No results,No match,-0.53,248.04656,1.539,73912306.23,1,0,,,DDA for preferred ion,2554592.87,4799691.9,2814690.75,4410310.549,881836.5812,3941323.152,3031926.375,2024410.61,20047.00262,4631045.908,27726849.19,38694152.5,21691551.4,29070882.62,21670360.94,46094613.77,41363027.9,73912306.23,28988475.01,32075443.03,26037765.6,18888.81624
FALSE,,,C12 H13 N7 O2 S,Full match,No results,No results,No results,-4.21,319.0838,1.523,73685815.2,0,0,,,DDA for preferred ion,6819544.813,3730009.962,4235841.338,5541563.767,6013256.87,4275405.248,3329859.939,3605048.143,12477.97792,47362909.82,48981175.92,10385769.58,11090054.84,22004136.76,73685815.2,19556187.17,7891386.067,6662584.265,7621439.272,36588497.73,22496413.8,11990.43299
FALSE,,,C11 H23 N8 O P,Full match,No results,No results,No match,-4.7,314.17177,8.139,73513649.5,2,0,,,DDA for preferred ion,8027111.398,7464686.352,41838148.36,11307902.28,8824630.913,13705548.41,13632268.75,62997434.44,70933445.05,70224535.3,67588552.6,73513649.5,56765764.02,59055640.19,59196760.25,58046823.59,53306546,41745521.77,40336028.34,49425405.92,9120090.217,44431726.42
FALSE,,Guanosine 5'-diphosphate (GDP),C10 H15 N5 O11 P2,Full match,Full match,Full match,Full match,0.21,443.02442,0.945,72518847.37,3,3,99.5,97,DDA for preferred ion,15440044.84,33529726.78,7857302.288,28071549.73,72518847.37,15438536.47,9128804.978,13840969.21,65953.70294,11907235.84,40494672.09,8577259.122,6783399.928,48270007.24,51212638.38,28935434.01,4407980.549,4262443.019,5774464.005,45269176.46,28926703.66,60095.19681
FALSE,,,C25 H50 N O9 P,Full match,No results,No results,No results,0.2,539.32242,6.412,71243558.31,0,0,,,DDA for preferred ion,32817486.88,21787255.3,38720489.6,25815638.98,25316692,34325843.26,26687553.2,30250958.22,48580.13894,9979018.949,41603366.94,13745796.17,71243558.31,30193093.15,44002122.12,15411861.46,46497487,18670217.76,13026284.95,42390179.7,23707415.33,43197.84492
FALSE,,,C57 H96 O16,Full match,No results,No results,No results,-0.35,1036.66948,6.931,70919935.11,0,0,,,DDA for preferred ion,56025775.08,30838198.64,70919935.11,47375682.19,60129131.4,64965219.93,57337687.54,55301868.12,38457.26258,42718.67291,1178282.877,78293.6195,3748277.857,397660.4311,921040.4691,105591.8934,1045333.741,458687.6059,71809.48496,924562.1082,273280.7491,27825.91095
FALSE,,,C H2 Br3 Cl4 N4 O5 P,Full match,No results,No results,No results,-4.92,557.60396,0.591,70498432.53,0,0,,,No MS2,139550.8033,170991.7857,146791.7364,162092.4034,168533.6112,158231.4209,155078.2194,158160.8802,64014515.12,42151575,14158114.05,70498432.53,19641009.57,41357342.73,11808501.9,58931655.09,33728871.97,69992488.26,38202220.85,43228010.79,27870192.11,29778545.95
FALSE,,,,No results,No results,No results,No results,,113.9915,0.552,70200512.63,0,0,,,DDA for preferred ion,34698012.01,36718229.52,40643031.09,33085320.92,38089655.7,40550394.74,30187543.98,44946541.98,63218130.74,54918314.01,56958755.01,53837283.38,51799226.57,50905281.35,51682756.07,53196823.07,51834505.26,51985776.19,51363280.81,53952209.19,51527550.96,70200512.63
FALSE,,2-Hydroxy-5-[(5-oxotetrahydro-2-furanyl)methyl]phenyl hydrogen sulfate,C11 H12 O7 S,Full match,No results,No results,Full match,1.29,288.03074,3.126,69482326.41,6,0,,,DDA for preferred ion,18258.60651,17099.12586,19372.56369,23325.45287,16707.46586,19651.30814,69482326.41,18093.60805,15531.51162,20654.81737,18896.83202,20077.59089,18554.85839,19163.9863,19587.78665,19961.49316,18514.92721,21178.40281,19529.31743,19638.887,19704.24132,15376.82519
FALSE,,,C H2 Br3 Cl2 N6 P S2,Full match,No results,No results,No results,2.14,499.64578,0.593,68312890.52,0,0,,,No MS2,145985.2784,178875.9567,153560.0799,169566.2374,176304.4394,165527.2308,162228.6401,165453.4376,68312890.52,39004186.9,14372650.63,62835449.69,18094698.28,38529173.89,11300888.64,52527474.49,37738565.11,64289317.47,38561149.36,38451764.08,35403127.73,33226852.53
FALSE,,Glycerylphosphorylethanolamine,C5 H14 N O6 P,Full match,No results,No results,Full match,-2.02,215.05544,0.775,68295847.37,4,0,,,DDA for preferred ion,14496035.39,44989624.68,22106027.42,13570703.78,51942404.06,62216635.56,58260984.51,68295847.37,176725.0694,594857.8746,932237.9094,638207.1862,864840.6225,652825.3332,773440.6337,591859.1513,684202.3202,690419.643,873217.4686,637813.2001,760430.1759,207508.0376
FALSE,,,C22 H41 N6 O7 P,Full match,No results,No results,No results,4.92,532.28005,7.685,68222697.6,0,0,,,DDA for preferred ion,55136994.04,41762544.85,68222697.6,56098725.47,47077672.94,57023832.46,43232994.97,45743765.6,235780.9267,212921.8177,214570.8856,218488.7805,183481.1156,198299.3181,267396.1669,196241.4249,365035.3502,190616.4148,201410.9661,215608.3908,193806.7938,193631.0201
FALSE,,(2R)-1-[(9Z)-9-Hexadecenoyloxy]-3-[(hydroxy{[(1s.3R)-2.3.4.5.6-pentahydroxycyclohexyl]oxy}phosphoryl)oxy]-2-propanyl (9Z)-9-octadecenoate,C43 H79 O13 P,No results,No results,No results,Full match,0.4,834.52616,11.911,68182360.16,7,0,,,DDA for preferred ion,4149587.193,7004465.029,8465645.915,11059111.92,37935271.57,50620963.45,52360111.08,57827736.53,65196155.2,68182360.16,57889444.9,59482658.7,56800809.18,62548509.29,52627744.25,2600974.415,270364.43,148764.1096,102161.9199,94042.7388,118865.6974,86609.97639
FALSE,,,C48 H73 N O5,Full match,No results,No results,No match,-2.5,743.54702,11.92,67253008.67,29,0,,,DDA for preferred ion,3791468.123,4144148.85,4701912.877,7766308.092,10240483.1,2955313.442,12001848.08,16057411.8,12345349.64,21520134.58,18362073.87,28675277.51,15864541.23,31441919.13,34287705.4,34642433.5,67253008.67,8768265.12,881329.0665,2491899.865,452442.508,451231.0979
FALSE,,,C10 H9 Cl N6 O2,Full match,No results,No results,No results,-4.84,280.0462,0.699,67148892.99,0,0,,,DDA for preferred ion,11363662.62,8876056.192,12613259.85,7719909.245,6943381.351,11610276.27,7774005.828,8050923.859,189074.2617,27953424.56,67148892.99,30154992.94,50600776.58,29654357.37,32875136.76,35460906.07,55887696.3,49002771.72,51031096.07,33661225.77,38773021.43,214244.0407
FALSE,,,,No results,No results,No results,No results,,136.05156,2.67,66785415.16,0,0,,,DDA for preferred ion,27332702.65,54518052.75,37615340.48,21982358.04,22879207.32,30363923.45,33888978.82,34373086.75,75290.24888,10469588.91,31922097.85,29308413.79,21306195.67,35432365.07,26650333.24,35037441.37,24708390.92,66785415.16,29343143.71,41769045.86,23034637.39,107970.5503
FALSE,,Myristyl sulfate,C14 H30 O4 S,Not the top hit,Full match,No results,Full match,-0.08,294.18646,9.358,66710380.6,1,6,99.6,10,DDA for preferred ion,6294247.299,9760381.365,3348758.968,1836123.295,9146527.876,52724625.15,50712842.02,60333972.33,35226045.65,36849038.99,51443326.7,43599386.46,66710380.6,41102297.53,26736248.77,36967083.15,41441896.55,31692789.77,26016485.09,36658016.63,66280280.81,43073714.33
FALSE,,,C4 H6 N8 O3,Full match,No results,No results,No match,-0.76,214.05612,0.603,66625650.4,1,0,,,No MS2,56466764.71,44031277.53,50907702.65,66625650.4,45789237.26,54550992.46,54478021.38,63216253.41,289827.8482,619214.964,746604.0705,323536.9213,634332.5664,467357.0514,1038500.443,324752.9261,1343130.618,461195.9835,496554.2996,541819.6912,492826.7045,207365.754
FALSE,,,C2 H3 Br Cl4 N4 O4 S5,Full match,No results,No results,No results,-0.16,525.66945,0.6,66598563.15,0,0,,,No MS2,476943.129,507400.0477,530847.6871,520824.4221,486203.1266,522004.5701,501953.448,492168.1297,66598563.15,15880258.92,10096640.18,19028162.41,6125592.058,15164308.07,5764971.299,18199386.46,10349638.28,14349854.08,6157736.189,14698410.25,13817037.27,43813177.45
FALSE,,,C23 H33 N2 O8 P3,Full match,No results,No results,No results,-2.99,558.14331,1.816,65947178.05,0,0,,,DDA for preferred ion,49608204.26,50753713.99,61740635.2,51633538.65,31069553.4,65947178.05,41814703.97,39310996.26,11086.50514,23967.50853,733037.6935,17985.13096,299915.0092,33094.95888,123969.7859,17884.59896,286240.8445,24352.79258,78263.83042,16089.62659,17781.72544,10355.99632
FALSE,,,C12 H17 N2 O P S,Full match,No results,No match,No match,4.28,268.08107,0.682,65786839.77,6,0,,,No MS2,57420775.81,61085171.22,55918552.89,65557914.08,10053656.14,65786839.77,36613535.86,26517966.08,78928.04042,2466818.571,8329296.517,1126065.811,8620634.719,3412919.554,3357860.743,1128771.079,6317574.318,1317284.17,2541418.231,432422.7006,1041858.464,84466.30763
FALSE,,Guanosine 5'-diphosphate (GDP),C10 H15 N5 O11 P2,Not the top hit,Full match,Full match,Full match,0,443.02433,0.699,65734379.22,3,1,98.9,98.4,DDA for preferred ion,18748292.55,32646141.67,31894470.71,27577078.2,65734379.22,13920806.84,10589401.69,33371663.61,111463.3489,11366771.6,13435048.16,13357945.6,4334586.852,11973505.64,14422093.26,9554127.054,2285780.075,1616786.324,2772675.526,8519104.713,9177908.108,119284.572
FALSE,,,C3 H3 Cl3 O11 P2 S,Full match,No results,No results,No results,-0.4,413.79352,0.62,65436296.92,0,0,,,No MS2,996845.9455,1060503.128,1109510.406,1088561.05,1016200.016,1091027.646,1049119.337,1028667.308,65436296.92,11274126.82,7294439.494,5816792.025,5898529.052,8959063.442,7533440.488,5436949.089,4337972.083,5482116.299,3882096.805,8999201.772,6287145.542,42418133.85
FALSE,,,C2 H2 Br2 Cl4 N4 P2,Full match,No results,No results,No results,-0.64,441.68727,0.594,65422953.4,0,0,,,No MS2,267999.4484,193153.8038,285741.3965,292656.8166,190377.0285,293319.9544,175177.7013,178659.9016,65422953.4,35782412.09,13310465.6,49262369.06,19123865.57,33066301.07,11560866,39141960.99,30123417.94,55155524.76,28776954.4,33739461.03,28898543.67,42829185.18
FALSE,,,C7 H13 N8 O6 P,Full match,No results,No results,No match,-3.96,336.06823,1.812,65257967.84,8,0,,,DDA for preferred ion,63355347.43,65257967.84,64025974.9,64863800.22,51759161.48,43589709.14,57092672.87,57690081.13,17507.67023,2695459.736,10060046.6,1204368.415,7131969.924,2785446.076,4428263.979,1298240.319,6090425.115,1712579.955,2662452.041,340045.3485,1152981.323,16549.59556
